dataset,field_id,type,description,coverage,alphaCount,userCount
analyst4,anl4_fs_actuals_advanced_qf_nd_bvps_value,MATRIX,"Book value per share, actual value",0.5107,2,2
analyst4,anl4_fs_actuals_advanced_qf_nd_capex_value,MATRIX,"Total capital expenditures from cash flow/investing, in millions",0.6419,44,40
analyst4,anl4_fs_actuals_advanced_qf_nd_cff_value,MATRIX,Cash flow from financing value,0.4655,0,0
analyst4,anl4_fs_actuals_advanced_qf_nd_cfi_value,MATRIX,Cash flow from investing value,0.4731,1,1
analyst4,anl4_fs_actuals_advanced_qf_nd_cfo_value,MATRIX,Cash flow from operations value,0.5657,21,20
analyst4,anl4_fs_actuals_advanced_qf_nd_ebit_value,MATRIX,Earnings before interest and taxes actual value for the quarter,0.9235,69,60
analyst4,anl4_fs_actuals_advanced_qf_nd_ebitda_value,MATRIX,Actual EBITDA for the quarter,0.7919,54,52
analyst4,anl4_fs_actuals_advanced_qf_nd_eps_nongaap_value,MATRIX,Non-GAAP earnings per share actual value,0.7769,11,10
analyst4,anl4_fs_actuals_advanced_qf_nd_epsr_value,MATRIX,"Reported earnings per share, actual value",0.9642,5,4
analyst4,anl4_fs_actuals_advanced_qf_nd_fcf_value,MATRIX,Actual free cash flow for the quarter,0.5149,76,62
analyst4,anl4_fs_actuals_advanced_qf_nd_fcfps_value,MATRIX,Free cash flow per share announced financial value,0.3422,0,0
analyst4,anl4_fs_actuals_advanced_qf_nd_grossincome_value,MATRIX,Gross income actual value for the quarter,0.6772,25,25
analyst4,anl4_fs_actuals_advanced_qf_nd_netdebt_value,MATRIX,Net debt value for the quarter,0.3781,48,40
analyst4,anl4_fs_actuals_advanced_qf_nd_netprofit_value,MATRIX,"Net profit, actual value for the quarter",0.985,7,5
analyst4,anl4_fs_actuals_advanced_qf_nd_netprofita_value,MATRIX,Adjusted net income announced financial value,0.9068,47,45
analyst4,anl4_fs_actuals_advanced_qf_nd_ptp_value,MATRIX,Pretax profit actual value for the quarter,0.9184,136,116
analyst4,anl4_fs_actuals_advanced_qf_nd_ptpr_value,MATRIX,Actual reported pretax income for the quarter,0.4089,7,7
analyst4,anl4_fs_actuals_advanced_qf_nd_rd_exp_value,MATRIX,Research and development expense (income statement) value in millions,0.3697,2,2
analyst4,anl4_fs_actuals_advanced_qf_nd_sga_value,MATRIX,"Selling, general and administrative expense value",0.6001,23,19
analyst4,anl4_fs_actuals_advanced_qf_nd_sh_equity_value,MATRIX,"Total shareholders' equity, actual value",0.6769,0,0
analyst4,anl4_fs_actuals_advanced_qf_nd_totassets_value,MATRIX,Actual total assets for the quarter,0.6316,4,4
analyst4,anl4_fs_actuals_advanced_qf_nd_totgw_value,MATRIX,Actual total goodwill value in millions,0.3662,0,0
analyst4,anl4_fs_actuals_basic_af_nd_cfps_value,MATRIX,Cash Flow Per Share actual value for the annual period,0.5994,0,0
analyst4,anl4_fs_actuals_basic_af_nd_div_value,MATRIX,Dividend actual value for the annual period,0.7381,49,45
analyst4,anl4_fs_actuals_basic_af_nd_eps_value,MATRIX,Earnings Per Share actual value for the annual period,0.9695,19,16
analyst4,anl4_fs_actuals_basic_af_nd_sales_value,MATRIX,Sales/Revenue actual value for the annual period,0.9683,0,0
analyst4,anl4_fs_actuals_basic_qf_nd_cfps_value,MATRIX,Actual cash flow per share for the quarter,0.4562,2,2
analyst4,anl4_fs_actuals_basic_qf_nd_div_value,MATRIX,Dividend per share - announced financial value,0.596,1,1
analyst4,anl4_fs_actuals_basic_qf_nd_eps_value,MATRIX,Actual earnings per share for the quarter,0.9868,44,43
analyst4,anl4_fs_actuals_basic_qf_nd_sales_value,MATRIX,"Actual sales/revenue for the quarter, expressed in millions of the stated currency",0.9858,5,5
analyst4,anl4_fs_basic_splt_v4_nd_div_estimate,VECTOR,Analyst’s estimated dividend per share for the specified fiscal period,0.4541,0,0
analyst4,anl4_fs_basic_splt_v4_nd_div_previosestimate,VECTOR,Previous dividend per share estimate value prior to the latest revision,0.4472,1,1
analyst4,anl4_fs_basic_splt_v4_nd_eps_estimate,VECTOR,Analyst’s estimated earnings per share for the specified fiscal period,0.9682,0,0
analyst4,anl4_fs_basic_splt_v4_nd_eps_previosestimate,VECTOR,Previous earnings per share estimate value prior to the latest revision,0.9627,2,1
analyst4,anl4_fs_basic_splt_v4_nd_sales_estimate,VECTOR,Analyst’s estimated sales/revenue for the specified fiscal period,0.967,1,1
analyst4,anl4_fs_basic_splt_v4_nd_sales_previosestimate,VECTOR,Previous sales estimate value prior to the latest revision,0.9609,1,1
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_bvps_high,MATRIX,Book Value Per Share High Estimate,0.4056,1,1
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_bvps_low,MATRIX,Book Value Per Share Low Estimate,0.4056,1,1
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_bvps_mean,MATRIX,Book Value Per Share Mean Estimate,0.4056,4,4
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_bvps_median,MATRIX,Book Value Per Share Median Estimate,0.4056,0,0
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_bvps_number,MATRIX,Number of Book Value Per Share Estimates,0.4056,137,118
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_capex_high,MATRIX,Capital Expenditure High Estimate,0.6442,3,3
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_capex_low,MATRIX,Capital Expenditure Low Estimate,0.6442,6,6
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_capex_mean,MATRIX,Capital Expenditure Mean Estimate,0.6442,2,2
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_capex_median,MATRIX,Capital Expenditure Median Estimate,0.6442,1,1
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_capex_number,MATRIX,Number of Capital Expenditure Estimates,0.6442,3,3
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_cff_high,MATRIX,Cash Flow from Financing High Estimate,0.5374,0,0
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_cff_low,MATRIX,Cash Flow from Financing Low Estimate,0.5374,0,0
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_cff_mean,MATRIX,Cash Flow from Financing Mean Estimate,0.5374,0,0
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_cff_median,MATRIX,Cash Flow from Financing Median Estimate,0.5374,1,1
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_cff_number,MATRIX,Number of Cash Flow from Financing Estimates,0.5374,0,0
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_cfi_high,MATRIX,Cash Flow from Investing High Estimate,0.5442,1,1
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_cfi_low,MATRIX,Cash Flow from Investing Low Estimate,0.5442,0,0
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_cfi_mean,MATRIX,Cash Flow from Investing Mean Estimate,0.5442,3,3
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_cfi_median,MATRIX,Cash Flow from Investing Median Estimate,0.5442,1,1
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_cfi_number,MATRIX,Number of Cash Flow from Investing Estimates,0.5442,0,0
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_cfo_high,MATRIX,Cash Flow from Operations High Estimate,0.6195,4,2
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_cfo_low,MATRIX,Cash Flow from Operations Low Estimate,0.6195,2,2
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_cfo_mean,MATRIX,Cash Flow from Operations Mean Estimate,0.6195,1,1
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_cfo_median,MATRIX,Cash Flow from Operations Median Estimate,0.6195,1,1
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_cfo_number,MATRIX,Number of Cash Flow from Operations Estimates,0.6195,29,28
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_cfo_std,MATRIX,Standard Deviation of Cash Flow from Operations Estimates,0.2734,46,36
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_ebit_high,MATRIX,High EBIT estimate,0.9061,1,1
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_ebit_low,MATRIX,Low EBIT estimate,0.9061,1,1
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_ebit_mean,MATRIX,Mean of analyst estimates for EBIT,0.9061,14,12
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_ebit_median,MATRIX,Median of EBIT (earnings before interest and taxes) estimates,0.9061,0,0
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_ebit_number,MATRIX,Number of EBIT estimates,0.9061,67,61
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_ebit_std,MATRIX,Standard deviation of analyst estimates for EBIT,0.6271,63,38
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_ebitda_high,MATRIX,High EBITDA estimate,0.7649,0,0
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_ebitda_low,MATRIX,Lowest estimate of EBITDA,0.7649,1,1
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_ebitda_mean,MATRIX,Mean of analyst estimates for EBITDA,0.7649,6,5
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_ebitda_median,MATRIX,Median of EBITDA estimates,0.7649,2,1
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_ebitda_number,MATRIX,Number of analyst estimates for EBITDA,0.7649,0,0
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_ebitda_std,MATRIX,Standard deviation of analyst estimates for EBITDA,0.4948,1,1
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_epsr_high,MATRIX,High estimated EPS growth rate,0.8623,2,2
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_epsr_low,MATRIX,Lowest analyst estimate for GAAP EPS (reported EPS),0.8623,1,1
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_epsr_mean,MATRIX,Mean estimated EPS growth rate,0.8623,30,24
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_epsr_median,MATRIX,Median of analyst estimates for GAAP EPS (reported EPS),0.8623,24,22
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_epsr_number,MATRIX,Number of EPS growth rate estimates,0.8623,463,391
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_fcf_high,MATRIX,Highest analyst estimate for free cash flow,0.5519,4,4
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_fcf_low,MATRIX,Free Cash Flow - lowest estimate,0.5519,2,2
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_fcf_mean,MATRIX,Mean of analyst estimates for free cash flow,0.5519,5,4
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_fcf_median,MATRIX,Free Cash Flow - median (50th percentile) estimate,0.5519,6,6
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_fcf_number,MATRIX,Number of analyst estimates for free cash flow,0.5519,17,16
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_fcfps_high,MATRIX,Highest analyst estimate for free cash flow per share,0.3782,3,3
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_fcfps_low,MATRIX,Free Cash Flow per Share - lowest estimate,0.3782,47,36
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_fcfps_mean,MATRIX,Mean of analyst estimates for free cash flow per share,0.3782,21,18
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_fcfps_median,MATRIX,Median (50th percentile) of analyst estimates for free cash flow per share,0.3782,5,4
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_fcfps_number,MATRIX,Number of analyst estimates for free cash flow per share,0.3782,110,96
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_grossincome_high,MATRIX,Gross Income - highest estimate,0.6803,0,0
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_grossincome_low,MATRIX,Lowest analyst estimate for gross income,0.6803,0,0
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_grossincome_mean,MATRIX,Mean of analyst estimates for gross income,0.6803,0,0
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_grossincome_median,MATRIX,Median (50th percentile) of analyst estimates for gross income,0.6803,2,2
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_grossincome_number,MATRIX,Number of analyst estimates for gross income,0.6803,2,2
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_grossincome_std,MATRIX,Standard deviation of analyst estimates for gross income,0.4421,149,128
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_netdebt_high,MATRIX,Net debt highest analyst estimate,0.3728,0,0
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_netdebt_low,MATRIX,Lowest estimate of net debt,0.3728,0,0
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_netdebt_mean,MATRIX,Mean of analyst estimates for Net Debt,0.3728,0,0
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_netdebt_median,MATRIX,Median of Net Debt estimates,0.3728,1,1
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_netdebt_number,MATRIX,Net debt - number of contributing analyst estimates,0.3728,1,1
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_netprofit_high,MATRIX,Net Profit — highest estimate,0.9409,1,1
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_netprofit_low,MATRIX,Net profit - lowest analyst estimate,0.9409,0,0
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_netprofit_mean,MATRIX,Net profit mean of analyst estimates,0.9409,3,3
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_netprofit_median,MATRIX,Median of analyst estimates for net profit,0.9409,2,2
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_netprofit_number,MATRIX,Net Profit - number of analyst estimates,0.9409,488,396
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_netprofit_std,MATRIX,Net Profit - standard deviation of estimates,0.6943,20,18
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_netprofita_high,MATRIX,"Highest estimate of Adjusted Net Income (Net Profit, Adjusted)",0.8557,3,3
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_netprofita_low,MATRIX,Adjusted net income – lowest analyst estimate,0.8557,3,3
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_netprofita_mean,MATRIX,Mean of analyst estimates for adjusted net income,0.8557,2,2
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_netprofita_median,MATRIX,"Median of Adjusted Net Income (Net Profit, Adjusted) estimates",0.8557,3,2
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_netprofita_number,MATRIX,Number of adjusted net income (Net Profit Attributable) estimates,0.8557,93,88
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_netprofita_std,MATRIX,Standard deviation of analyst estimates for adjusted net income,0.5597,0,0
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_ptp_high,MATRIX,Highest analyst estimate for pretax income,0.9083,2,2
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_ptp_low,MATRIX,Lowest estimate of pretax income,0.9083,0,0
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_ptp_mean,MATRIX,Mean of Pre-tax Income estimates,0.9083,4,4
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_ptp_median,MATRIX,Median of Pre-tax Income estimates,0.9083,4,4
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_ptp_number,MATRIX,Pre-tax income number of contributing estimates,0.9083,184,171
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_ptp_std,MATRIX,Pre-tax income standard deviation of estimates,0.643,11,11
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_ptpr_high,MATRIX,Highest estimate of Reported Pretax Income,0.4519,1,1
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_ptpr_low,MATRIX,Lowest estimate of reported pretax income,0.4519,0,0
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_ptpr_mean,MATRIX,Reported pretax income - mean of estimations,0.4519,0,0
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_ptpr_median,MATRIX,Median estimate of Reported Pretax Income,0.4519,0,0
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_ptpr_number,MATRIX,Number of analyst estimates for reported pretax income,0.4519,32,29
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_rd_exp_high,MATRIX,Research and Development Expense — highest estimate,0.3709,0,0
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_rd_exp_low,MATRIX,Lowest analyst estimate for Research and Development expenditure,0.3709,0,0
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_rd_exp_mean,MATRIX,Mean of research and development expense estimates,0.3709,122,108
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_rd_exp_median,MATRIX,Median of Research and Development Expense estimates,0.3709,0,0
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_rd_exp_number,MATRIX,Number of analyst estimates for research and development expense,0.3709,3,3
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_sga_high,MATRIX,"Highest analyst estimate for Selling, General and Administrative expenses",0.5475,1,1
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_sga_low,MATRIX,"Lowest analyst estimate for Selling, General and Administrative expenses",0.5475,7,6
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_sga_mean,MATRIX,"Mean of analysts' estimates for Selling, General and Administrative expenses",0.5475,0,0
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_sga_median,MATRIX,"Median of analyst estimates for selling, general and administrative expense",0.5475,1,1
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_sga_number,MATRIX,"Number of Selling, General and Administrative Expense estimates",0.5475,0,0
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_sh_equity_high,MATRIX,Shareholders' Equity highest analyst estimate,0.7264,3,3
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_sh_equity_low,MATRIX,Shareholders' Equity lowest analyst estimate,0.7264,9,7
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_sh_equity_mean,MATRIX,Mean of analyst estimates for shareholders' equity,0.7264,1,1
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_sh_equity_median,MATRIX,Shareholders' Equity - median estimate,0.7264,0,0
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_sh_equity_number,MATRIX,Number of Shareholders' Equity estimates,0.7264,5,5
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_totassets_high,MATRIX,Total Assets - The highest estimation,0.7048,0,0
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_totassets_low,MATRIX,Total Assets - lowest estimate,0.7048,2,2
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_totassets_mean,MATRIX,Mean (average) of total assets estimates,0.7048,3,3
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_totassets_median,MATRIX,Median of total assets estimates,0.7048,0,0
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_totassets_number,MATRIX,Total Assets - number of estimations,0.7048,2,2
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_totgw_high,MATRIX,Total Goodwill - The highest estimation,0.435,0,0
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_totgw_low,MATRIX,Lowest estimate of total goodwill,0.435,0,0
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_totgw_mean,MATRIX,Mean of analyst estimates for total goodwill,0.435,0,0
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_totgw_median,MATRIX,Total Goodwill - median of estimations,0.435,0,0
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_totgw_number,MATRIX,Number of contributing estimates for total goodwill,0.435,1,1
analyst4,anl4_fs_detail_estimate_basic_af_v4_nd_currency,VECTOR,Currency code in which the estimate is reported,0.9945,0,0
analyst4,anl4_fs_detail_estimate_basic_af_v4_nd_estimate,VECTOR,Current estimate value reported by the broker/analyst for the item and period,0.9899,0,0
analyst4,anl4_fs_detail_estimate_basic_af_v4_nd_previosestimate,VECTOR,Previous estimate value from the same broker/analyst prior to this revision,0.9862,2,1
analyst4,anl4_fs_detail_estimate_basic_qf_v4_nd_currency,VECTOR,Currency code in which the estimate is reported,0.9917,0,0
analyst4,anl4_fs_detail_estimate_basic_qf_v4_nd_estimate,VECTOR,Estimated value,0.9872,1,1
analyst4,anl4_fs_detail_estimate_basic_qf_v4_nd_previosestimate,VECTOR,Previous estimate value before the current revision,0.9827,2,2
analyst4,anl4_fs_detail_estimate_saf_v4_nd_estimate,VECTOR,Estimated value for the financial item,0.4204,0,0
analyst4,anl4_fs_detail_estimate_saf_v4_nd_previosestimate,VECTOR,Previous estimate value for the same item,0.4014,0,0
analyst4,anl4_fs_detail_estimates_advanced_af_nd_bvps_high,MATRIX,Highest analyst estimate of book value per share for the annual period,0.6613,3,3
analyst4,anl4_fs_detail_estimates_advanced_af_nd_bvps_low,MATRIX,Lowest analyst estimate of book value per share for the annual period,0.6613,2,2
analyst4,anl4_fs_detail_estimates_advanced_af_nd_bvps_mean,MATRIX,Mean of analyst estimates of book value per share for the annual period,0.6613,2,2
analyst4,anl4_fs_detail_estimates_advanced_af_nd_bvps_median,MATRIX,Median of analyst estimates of book value per share for the annual period,0.6613,0,0
analyst4,anl4_fs_detail_estimates_advanced_af_nd_bvps_number,MATRIX,Number of analyst estimates of book value per share for the annual period,0.6613,6,6
analyst4,anl4_fs_detail_estimates_advanced_af_nd_bvps_std,MATRIX,Standard deviation of analyst estimates of book value per share for the annual period,0.3031,1,1
analyst4,anl4_fs_detail_estimates_advanced_af_nd_capex_high,MATRIX,Highest analyst estimate of Capital Expenditures for the upcoming fiscal year,0.7769,2,1
analyst4,anl4_fs_detail_estimates_advanced_af_nd_capex_low,MATRIX,Lowest analyst estimate of Capital Expenditures for the upcoming annual fiscal period,0.7769,0,0
analyst4,anl4_fs_detail_estimates_advanced_af_nd_capex_mean,MATRIX,Mean of analyst estimates for Capital Expenditures for the annual forecast,0.7769,10,1
analyst4,anl4_fs_detail_estimates_advanced_af_nd_capex_median,MATRIX,Median of analyst estimates for Capital Expenditures for the annual forecast,0.7769,0,0
analyst4,anl4_fs_detail_estimates_advanced_af_nd_capex_number,MATRIX,Number of analyst estimates for Capital Expenditures on an annual basis,0.7769,0,0
analyst4,anl4_fs_detail_estimates_advanced_af_nd_capex_std,MATRIX,Standard deviation of analyst estimates for Capital Expenditures on an annual basis,0.4176,0,0
analyst4,anl4_fs_detail_estimates_advanced_af_nd_cff_high,MATRIX,Highest analyst forecast for annual cash flow from financing,0.6905,1,1
analyst4,anl4_fs_detail_estimates_advanced_af_nd_cff_low,MATRIX,Lowest analyst forecast for annual cash flow from financing,0.6905,0,0
analyst4,anl4_fs_detail_estimates_advanced_af_nd_cff_mean,MATRIX,Mean of analyst estimates for annual cash flow from financing,0.6905,0,0
analyst4,anl4_fs_detail_estimates_advanced_af_nd_cff_median,MATRIX,Median of analyst forecasts for annual cash flow from financing,0.6905,0,0
analyst4,anl4_fs_detail_estimates_advanced_af_nd_cff_number,MATRIX,Number of analyst estimates for annual cash flow from financing,0.6905,0,0
analyst4,anl4_fs_detail_estimates_advanced_af_nd_cff_std,MATRIX,Standard deviation of analyst estimates for annual cash flow from financing,0.3173,0,0
analyst4,anl4_fs_detail_estimates_advanced_af_nd_cfi_high,MATRIX,Highest analyst forecast for annual cash flow from investing,0.692,0,0
analyst4,anl4_fs_detail_estimates_advanced_af_nd_cfi_low,MATRIX,Lowest analyst forecast for annual cash flow from investing,0.692,0,0
analyst4,anl4_fs_detail_estimates_advanced_af_nd_cfi_mean,MATRIX,Mean of analyst estimates for annual cash flow from investing,0.692,0,0
analyst4,anl4_fs_detail_estimates_advanced_af_nd_cfi_median,MATRIX,Median of analyst forecasts for annual cash flow from investing,0.692,0,0
analyst4,anl4_fs_detail_estimates_advanced_af_nd_cfi_number,MATRIX,Number of analyst estimates for annual cash flow from investing,0.692,0,0
analyst4,anl4_fs_detail_estimates_advanced_af_nd_cfi_std,MATRIX,Standard deviation of analyst estimates for annual cash flow from investing,0.3331,1,1
analyst4,anl4_fs_detail_estimates_advanced_af_nd_cfo_high,MATRIX,"Cash Flow from Operations, highest estimate",0.7505,1,1
analyst4,anl4_fs_detail_estimates_advanced_af_nd_cfo_low,MATRIX,"Cash Flow from Operations, lowest estimate",0.7505,3,3
analyst4,anl4_fs_detail_estimates_advanced_af_nd_cfo_mean,MATRIX,"Cash Flow from Operations, mean estimate",0.7505,16,3
analyst4,anl4_fs_detail_estimates_advanced_af_nd_cfo_median,MATRIX,"Cash Flow from Operations, median estimate",0.7505,1,1
analyst4,anl4_fs_detail_estimates_advanced_af_nd_cfo_number,MATRIX,"Cash Flow from Operations, number of estimates",0.7505,2,1
analyst4,anl4_fs_detail_estimates_advanced_af_nd_cfo_std,MATRIX,"Cash Flow from Operations, standard deviation of estimates",0.4019,3,1
analyst4,anl4_fs_detail_estimates_advanced_af_nd_ebit_high,MATRIX,Highest analyst annual estimate for EBIT,0.9326,42,35
analyst4,anl4_fs_detail_estimates_advanced_af_nd_ebit_low,MATRIX,Lowest analyst annual estimate for EBIT,0.9326,41,34
analyst4,anl4_fs_detail_estimates_advanced_af_nd_ebit_mean,MATRIX,Consensus mean of analyst annual estimates for EBIT,0.9326,17,11
analyst4,anl4_fs_detail_estimates_advanced_af_nd_ebit_median,MATRIX,Median of analyst annual estimates for EBIT,0.9326,1,1
analyst4,anl4_fs_detail_estimates_advanced_af_nd_ebit_number,MATRIX,Number of contributing analyst annual estimates for EBIT,0.9326,4,2
analyst4,anl4_fs_detail_estimates_advanced_af_nd_ebit_std,MATRIX,Standard deviation of analyst annual estimates for EBIT,0.6206,0,0
analyst4,anl4_fs_detail_estimates_advanced_af_nd_ebitda_high,MATRIX,Highest analyst annual estimate for EBITDA,0.8021,2,2
analyst4,anl4_fs_detail_estimates_advanced_af_nd_ebitda_low,MATRIX,Lowest analyst annual estimate for EBITDA,0.8021,0,0
analyst4,anl4_fs_detail_estimates_advanced_af_nd_ebitda_mean,MATRIX,Consensus mean of analyst annual estimates for EBITDA,0.8021,6,5
analyst4,anl4_fs_detail_estimates_advanced_af_nd_ebitda_median,MATRIX,Median of analyst annual estimates for EBITDA,0.8021,5,4
analyst4,anl4_fs_detail_estimates_advanced_af_nd_ebitda_number,MATRIX,Number of contributing analyst annual estimates for EBITDA,0.8021,1,1
analyst4,anl4_fs_detail_estimates_advanced_af_nd_ebitda_std,MATRIX,Standard deviation of analyst annual estimates for EBITDA,0.4953,0,0
analyst4,anl4_fs_detail_estimates_advanced_af_nd_epsr_high,MATRIX,Highest analyst estimate of reported (GAAP) earnings per share for the annual period,0.9088,32,29
analyst4,anl4_fs_detail_estimates_advanced_af_nd_epsr_low,MATRIX,Lowest analyst estimate of reported (GAAP) earnings per share for the annual period,0.9088,29,26
analyst4,anl4_fs_detail_estimates_advanced_af_nd_epsr_mean,MATRIX,Mean of analyst estimates of reported (GAAP) earnings per share for the annual period,0.9088,32,29
analyst4,anl4_fs_detail_estimates_advanced_af_nd_epsr_median,MATRIX,Median of analyst estimates of reported (GAAP) earnings per share for the annual period,0.9088,32,29
analyst4,anl4_fs_detail_estimates_advanced_af_nd_epsr_number,MATRIX,Number of analyst estimates of reported (GAAP) earnings per share for the annual period,0.9088,61,52
analyst4,anl4_fs_detail_estimates_advanced_af_nd_epsr_std,MATRIX,Standard deviation of analyst estimates of reported (GAAP) earnings per share for the annual period,0.5844,22,22
analyst4,anl4_fs_detail_estimates_advanced_af_nd_fcf_high,MATRIX,Highest analyst forecast for annual free cash flow,0.6984,0,0
analyst4,anl4_fs_detail_estimates_advanced_af_nd_fcf_low,MATRIX,Lowest analyst forecast for annual free cash flow,0.6984,0,0
analyst4,anl4_fs_detail_estimates_advanced_af_nd_fcf_mean,MATRIX,Mean of analyst estimates for annual free cash flow,0.6984,4,4
