dataset,field_id,type,description,coverage,alphaCount,userCount
news12,minutes_to_one_pct_increase,VECTOR,Number of minutes that elapsed before price went up 1 percentage point,0.6653,0,0
news12,minutes_to_one_pct_up_move_1555,VECTOR,Number of minutes elapsed before price increased 1 percentage point after the news,1.0,0,0
news12,minutes_to_one_percent_decline_pre,VECTOR,Number of minutes elapsed before the price decreased by 1 percentage point from the event in the pre-market session,0.6684,0,0
news12,minutes_to_one_percent_gain,VECTOR,Number of minutes that elapsed before price rose by 1 percent after the news,0.9975,0,0
news12,minutes_to_one_percent_gain_2,VECTOR,Number of minutes that elapsed before price went up 1 percentage point,0.9993,0,0
news12,minutes_to_second_percent_gain,VECTOR,Number of minutes elapsed before price increased by 2 percentage points from the time of the news,0.5617,0,0
news12,minutes_to_seventyfive_pct_down_move_1555,VECTOR,Number of minutes elapsed before price dropped 7.5 percentage points after the news,0.4954,0,0
news12,minutes_to_seventyfive_pct_up_move_1555,VECTOR,Number of minutes elapsed before price rose 7.5 percentage points after the news,0.5177,1,1
news12,minutes_to_seventyfive_percent_gain,VECTOR,Minutes taken for price to increase by seventy-five percent after event.,0.3271,2,2
news12,minutes_to_ten_pct_down_move_1555,VECTOR,Number of minutes elapsed before the price decreased by 10% after the event,0.3411,8,8
news12,minutes_to_ten_pct_up_move_1555,VECTOR,Number of minutes elapsed before the price increased by 10% after the event,0.3669,1,1
news12,minutes_to_third_percent_gain,VECTOR,Number of minutes elapsed before price increased by 3 percentage points from the time of the news,0.4665,0,0
news12,minutes_to_third_percent_loss,VECTOR,Number of minutes elapsed before the price decreased by 3 percentage points from the event in the pre-market session,0.4658,0,0
news12,minutes_to_three_pct_decline,VECTOR,Minutes elapsed before price fell 3% after the event,0.4658,0,0
news12,minutes_to_three_pct_down_move_1555,VECTOR,Minutes elapsed before price dropped 3 percent below its value at news time,0.9012,0,0
news12,minutes_to_three_pct_increase,VECTOR,Number of minutes that elapsed before price went up 3 percentage points,0.4665,1,1
news12,minutes_to_three_pct_up_move_1555,VECTOR,Minutes elapsed before price rose 3 percent above its value at news time,0.9096,0,0
news12,minutes_to_three_percent_decline,VECTOR,Number of minutes that elapsed before price went down 3 percentage points,0.3214,0,0
news12,minutes_to_three_percent_drop,VECTOR,Number of minutes until price drops by 3 percent after the news event,0.6565,0,0
news12,minutes_to_three_percent_drop_all,VECTOR,Minutes taken for price to decrease by three percent after event (all sessions).,0.7473,0,0
news12,minutes_to_three_percent_gain,VECTOR,Number of minutes that elapsed before price rose by 3 percent after the news,0.6507,0,0
news12,minutes_to_three_percent_gain_2,VECTOR,Number of minutes that elapsed before price went up 3 percentage points,0.6518,0,0
news12,minutes_to_three_percent_gain_all,VECTOR,Minutes taken for price to increase by three percent after event (all sessions).,0.7665,0,0
news12,minutes_to_three_percent_loss,VECTOR,Number of minutes that elapsed before price went down 3 percentage points,0.6554,0,0
news12,minutes_to_twenty_pct_down_move_1555,VECTOR,Number of minutes elapsed before the price decreased by 20% after the event,0.0839,11,11
news12,minutes_to_twenty_pct_up_move_1555,VECTOR,Number of minutes required for the price to rise by 20% after the event,0.1075,0,0
news12,minutes_to_two_pct_decline,VECTOR,Number of minutes that elapsed before price went down 2 percentage points,0.565,1,1
news12,minutes_to_two_pct_down_move_1555,VECTOR,Number of minutes elapsed before the price decreased by 2% after the event,0.9737,0,0
news12,minutes_to_two_pct_increase,VECTOR,Number of minutes that elapsed before price went up 2 percentage points,0.5617,2,1
news12,minutes_to_two_pct_up_move_1555,VECTOR,Minutes elapsed before price rose 2 percent above its value at news time,0.9786,0,0
news12,minutes_to_two_percent_decline,VECTOR,Number of minutes that elapsed before price went down 2 percentage points,0.4087,0,0
news12,minutes_to_two_percent_decline_pre,VECTOR,Number of minutes elapsed before the price decreased by 2 percentage points from the event in the pre-market session,0.565,0,0
news12,minutes_to_two_percent_drop,VECTOR,Number of minutes until price drops by 2 percent after the news event,0.859,0,0
news12,minutes_to_two_percent_drop_all,VECTOR,Minutes taken for price to decrease by two percent after event (all sessions).,0.8752,1,1
news12,minutes_to_two_percent_gain,VECTOR,Number of minutes that elapsed before price rose by 2 percent after the news event,0.8509,0,0
news12,minutes_to_two_percent_gain_2,VECTOR,Minutes taken for price to increase by two percent after event.,0.889,0,0
news12,minutes_to_two_percent_loss,VECTOR,Number of minutes that elapsed before price went down 2 percentage points,0.8574,0,0
news12,minutes_to_two_percent_loss_afterhours,VECTOR,Number of minutes that elapsed before price went down 2 percentage points after news in After Hours on Day 1,0.4087,0,0
news12,minutes_until_one_percent_price_decrease,VECTOR,Number of minutes before the price drops by one percent after news.,0.9759,0,0
news12,minutes_until_one_percent_price_increase,VECTOR,"Level 1 value, representing the top rank or tier (e.g., price or volume) in the relevant session window",0.9825,2,2
news12,minutes_until_seventy_five_percent_price_decrease,VECTOR,Number of minutes before the price drops by seventy-five percent after news.,0.2998,0,0
news12,mkt_cap_val_2,VECTOR,Market capitalization of the company during the session/day,1.0,4,4
news12,mkt_cap_val_3,VECTOR,Market capitalization of the company at time of news or during session,0.9443,1,1
news12,mkt_cap_val_4,VECTOR,Market capitalization value of the stock reported for After Hours Day 1,0.9425,0,0
news12,mkt_cap_val_5,VECTOR,Market capitalization for the stock on the event day during pre-market session,0.9443,0,0
news12,mkt_cap_val_6,VECTOR,Market capitalization (total value of company's shares) for the session/date,1.0,2,1
news12,mkt_cap_val_filter,VECTOR,Market capitalization of the company at the time of the session,0.9425,0,0
news12,news_all_vwap,MATRIX,"VWAP across all sessions (pre, main, post)",0.728,1582,676
news12,news_atr14,MATRIX,14-day Average True Range,0.8947,3915,760
news12,news_atr_ratio,MATRIX,Ratio of current day's price range to 20-day average true range,0.7967,2598,791
news12,news_cap,MATRIX,Reported total market capitalization for the calendar day of the session,0.8272,6894,1946
news12,news_close_vol,MATRIX,Main session close volume,0.6909,1752,562
news12,news_curr_vol,MATRIX,Current day's session volume,0.7769,911,438
news12,news_dividend_yield,MATRIX,Reported annual dividend yield percentage for the calendar day of the session,0.8534,406,225
news12,news_eod_close,MATRIX,Session closing price,0.8778,2980,1252
news12,news_eod_high,MATRIX,Highest price from the time of news to end of session,0.9707,1328,472
news12,news_eod_low,MATRIX,Lowest price from the time of news to end of session,0.9707,874,290
news12,news_eod_vwap,MATRIX,VWAP from the time of news to the end of the session,0.9673,1102,619
news12,news_eps_actual,MATRIX,Actual Earnings Per Share reported in the news release,0.9646,1693,708
news12,news_high_exc_stddev,MATRIX,"Standardized measure of price movement from end-of-day high to last price in the time-of-news window, divided by 30-day closing price standard deviation",0.9652,1361,519
news12,news_indx_perf,MATRIX,Difference in percent return between the stock and the S&P 500 ETF over the session: ((EODClose - TONLast) / TONLast) - ((SPYClose - SPYLast) / SPYLast),0.9713,1512,481
news12,news_low_exc_stddev,MATRIX,"Standardized measure of price movement from last price in time-of-news window to end-of-day low, divided by 30-day closing price standard deviation",0.9707,1177,493
news12,news_ls,MATRIX,"Indicates if a long or short position would have been more advantageous, based on comparison of (EODHigh - Last) and (Last - EODLow)",0.488,704,272
news12,news_main_vwap,MATRIX,Main session volume-weighted average price,0.9707,947,380
news12,news_max_dn_amt,MATRIX,Price at the time of the news minus the after-news low,0.9704,1648,465
news12,news_max_dn_ret,MATRIX,Percent change from price at time of news to lowest price after news,0.9704,1549,693
news12,news_max_up_amt,MATRIX,After-news high minus the price at the time of the news,0.9692,941,377
news12,news_max_up_ret,MATRIX,Percent change from price at time of news to highest price after news,0.8458,2730,1643
news12,news_mins_10_chg,MATRIX,"Minimum value among L or S for each minute bucket, indicating the fastest reaction time at the 10th percentile",0.7395,1631,512
news12,news_mins_10_pct_dn,MATRIX,Number of minutes elapsed before price decreases by 10 percentage points after the event,0.0428,8469,3641
news12,news_mins_10_pct_up,MATRIX,Number of minutes before the price increased by at least 10 percent after the news release,0.6282,2542,1267
news12,news_mins_1_chg,MATRIX,Minimum number of minutes taken for price to move (up or down) 1 percentage point after the event,0.9175,657,356
news12,news_mins_1_pct_dn,MATRIX,Number of minutes before the price decreased by at least 1 percent after the news release,0.8309,598,219
news12,news_mins_1_pct_up,MATRIX,Number of minutes before the price increased by at least 1 percent after the news release,0.1857,624,359
news12,news_mins_20_chg,MATRIX,The minimum of L or S above for 20-minute bucket,0.9142,2769,1214
news12,news_mins_20_pct_dn,MATRIX,Number of minutes that elapsed before price went down 20 percentage points,0.9678,1440,756
news12,news_mins_20_pct_up,MATRIX,Number of minutes that elapsed before price went up 20 percentage points,0.9673,491,303
news12,news_mins_2_chg,MATRIX,Minimum number of minutes taken for price to move (up or down) 2 percentage points after the event,0.5275,387,176
news12,news_mins_2_pct_dn,MATRIX,Number of minutes before the price decreased by at least 2 percent after the news release,0.4407,357,180
news12,news_mins_2_pct_up,MATRIX,Number of minutes before the price increased by at least 2 percent after the news release,0.2845,581,229
news12,news_mins_3_chg,MATRIX,Minimum number of minutes taken for price to move (up or down) 3 percentage points after the event,0.9174,440,240
news12,news_mins_3_pct_dn,MATRIX,Number of minutes before the price decreased by at least 3 percent after the news release,0.9174,371,221
news12,news_mins_3_pct_up,MATRIX,Number of minutes before the price increased by at least 3 percent after the news release,0.9209,737,400
news12,news_mins_4_chg,MATRIX,"Minimum value among L or S (minutes to reach positive/negative return thresholds) for each minute bucket, representing the fastest reaction time at the 4th percentile",0.9209,364,191
news12,news_mins_4_pct_dn,MATRIX,Number of minutes before the price decreased by at least 4 percent after the news release,0.971,386,238
news12,news_mins_4_pct_up,MATRIX,Number of minutes before the price increased by at least 4 percent after the news release,0.9673,522,277
news12,news_mins_5_chg,MATRIX,"Minimum value among L or S for each minute bucket, indicating the fastest reaction time at the 5th percentile",0.9671,1452,399
news12,news_mins_5_pct_dn,MATRIX,Number of minutes before the price decreased by at least 5 percent after the news release,0.8467,1212,637
news12,news_mins_5_pct_up,MATRIX,Number of minutes before the price increased by at least 5 percent after the news release,0.9214,1531,674
news12,news_mins_7_5_chg,MATRIX,"Minimum value among L or S for each minute bucket, indicating the fastest reaction time at the 75th percentile",0.2994,509,176
news12,news_mins_7_5_pct_dn,MATRIX,Number of minutes elapsed before price decreases by 7.5 percentage points after the event,0.8817,914,519
news12,news_mins_7_5_pct_up,MATRIX,Number of minutes elapsed before price increases by 7.5 percentage points after the event,0.0728,488,257
news12,news_mov_vol,MATRIX,30-day moving average of session volume,0.8046,1721,618
news12,news_open,MATRIX,Price at the session open,0.7145,1127,600
news12,news_open_gap,MATRIX,Percent difference between current day's open and previous day's close,0.6247,751,464
news12,news_open_vol,MATRIX,Main session open volume,0.4361,403,169
news12,news_pct_10min,MATRIX,Percent change in price during the first 10 minutes following the news release,0.7657,713,405
news12,news_pct_120min,MATRIX,Percent change in price during the first 120 minutes following the news release,0.9063,1037,582
news12,news_pct_1min,MATRIX,Percent change in price during the first minute following the news release,0.9717,1266,954
news12,news_pct_30min,MATRIX,Percent change in price during the first 30 minutes following the news release,0.9717,584,345
news12,news_pct_30sec,MATRIX,Percent change in price in the 30 seconds after the news release,0.9673,635,432
news12,news_pct_5_min,MATRIX,Percent change in price during the first 5 minutes following the news release,0.774,363,261
news12,news_pct_60min,MATRIX,Percent change in price during the first 60 minutes following the news release,0.9692,618,341
news12,news_pct_90min,MATRIX,Percent change in price during the first 90 minutes following the news release,0.9692,793,398
news12,news_pe_ratio,MATRIX,Reported price-to-earnings ratio for the calendar day of the session,0.9662,2977,1341
news12,news_post_vwap,MATRIX,Post-session volume-weighted average price,0.9705,557,298
news12,news_pre_vwap,MATRIX,Pre-session volume-weighted average price,0.8289,308,191
news12,news_prev_close,MATRIX,Previous trading day’s closing price,0.1728,303,117
news12,news_prev_day_ret,MATRIX,Percent change between previous day's open and close price,0.7311,550,313
news12,news_prev_vol,MATRIX,Previous day's session volume,0.0374,1621,593
news12,news_range_stddev,MATRIX,"Z-score of current day's trading range compared to 30-day average range, using 30-day range standard deviation",0.6172,595,206
news12,news_ratio_vol,MATRIX,Ratio of current session volume to 30-day moving average volume,0.5122,567,250
news12,news_session_range,MATRIX,Difference between session high and session low price,0.4236,1203,606
news12,news_session_range_pct,MATRIX,(Session High Price - Session Low Price) / Session Low Price,0.268,752,482
news12,news_short_interest,MATRIX,Ratio of total number of shares sold short to total shares outstanding,0.872,637,451
news12,news_spy_close,MATRIX,SPY price at session close,0.9717,1922,881
news12,news_spy_last,MATRIX,SPY last price at the time of the news,0.9718,1641,755
news12,news_ton_high,MATRIX,Highest price reached during the session before the time of news,0.9707,499,261
news12,news_ton_last,MATRIX,Price at the time of the news,0.9717,849,512
news12,news_ton_low,MATRIX,Lowest price reached during the session before the time of news,0.9707,481,247
news12,news_tot_ticks,MATRIX,Total number of ticks during the trading day,0.9691,2608,1082
news12,news_vol_stddev,MATRIX,"Z-score of current volume compared to 30-day average volume, using 30-day volume standard deviation",0.9672,927,348
news12,ninety_minute_price_change_pct,VECTOR,Percent price change in the first ninety minutes after news release.,0.8372,0,0
news12,ninety_minute_price_change_pct_2,VECTOR,Percent change in price during the first ninety minutes after event.,0.7438,0,0
news12,ninety_minute_price_change_pct_3,VECTOR,Percent price change in the ninety minutes following the event.,1.0,0,0
news12,ninety_minute_price_change_pct_pre,VECTOR,"Return, price, or analytic data for the 90 minutes after the news event",0.8372,0,0
news12,nws12_afterhsz_01l,VECTOR,Number of minutes that elapsed before price went up 10 percentage points,0.707,874,570
news12,nws12_afterhsz_01p,VECTOR,The minimum of L or S above for 10 minute bucket,0.707,298,202
news12,nws12_afterhsz_01s,VECTOR,Number of minutes that elapsed before price went down 10 percentage points,0.707,595,327
news12,nws12_afterhsz_02l,VECTOR,Number of minutes that elapsed before price went up 20 percentage points,0.707,42,35
news12,nws12_afterhsz_02p,VECTOR,The minimum of L or S above for 20-minute bucket,0.707,38,33
news12,nws12_afterhsz_02s,VECTOR,Number of minutes that elapsed before price went down 20 percentage points,0.707,44,41
news12,nws12_afterhsz_10_min,VECTOR,The percent change in price in the first 10 minutes following the news release,0.3704,408,339
news12,nws12_afterhsz_120_min,VECTOR,The percent change in price in the first 120 minutes following the news release,0.4604,243,182
news12,nws12_afterhsz_1_minute,VECTOR,The percent change in price in the first minute following the news release,0.255,521,295
news12,nws12_afterhsz_1l,VECTOR,Number of minutes that elapsed before price went up 1 percentage points,0.707,922,521
news12,nws12_afterhsz_1p,VECTOR,The minimum of L or S above for 1-minute bucket,0.707,203,133
news12,nws12_afterhsz_1s,VECTOR,Number of minutes that elapsed before price went down 1 percentage point,0.707,240,139
news12,nws12_afterhsz_2l,VECTOR,Number of minutes that elapsed before price went up 2 percentage points,0.707,303,222
news12,nws12_afterhsz_2p,VECTOR,The minimum of L or S above for 2-minute bucket,0.707,142,50
news12,nws12_afterhsz_2s,VECTOR,Number of minutes that elapsed before price went down 2 percentage points,0.707,103,61
news12,nws12_afterhsz_30_min,VECTOR,The percent change in price in the first 30 minutes following the news release,0.4203,50,41
news12,nws12_afterhsz_3l,VECTOR,Number of minutes that elapsed before price went up 3 percentage points,0.707,197,83
news12,nws12_afterhsz_3p,VECTOR,The minimum of L or S above for 3-minute bucket,0.707,177,86
news12,nws12_afterhsz_3s,VECTOR,Number of minutes that elapsed before price went down 3 percentage points,0.707,569,291
news12,nws12_afterhsz_41rta,VECTOR,14-day Average True Range,0.7068,64,44
news12,nws12_afterhsz_4l,VECTOR,Number of minutes that elapsed before price went up 4 percentage points,0.707,100,55
news12,nws12_afterhsz_4p,VECTOR,The minimum of L or S above for 4-minute bucket,0.707,130,55
news12,nws12_afterhsz_4s,VECTOR,Number of minutes that elapsed before price went down 4 percentage points,0.707,700,267
news12,nws12_afterhsz_57l,VECTOR,Number of minutes that elapsed before price went up 7.5 percentage points,0.707,393,264
news12,nws12_afterhsz_57p,VECTOR,The minimum of L or S above for 7.5-minute bucket,0.707,84,41
news12,nws12_afterhsz_57s,VECTOR,Number of minutes that elapsed before price went down 7.5 percentage points,0.707,2104,650
news12,nws12_afterhsz_5_min,VECTOR,The percent change in price in the first 5 minutes following the news release,0.3322,119,88
news12,nws12_afterhsz_5l,VECTOR,Number of minutes that elapsed before price went up 5 percentage points,0.707,692,345
news12,nws12_afterhsz_5p,VECTOR,The minimum of L or S above for 5-minute bucket,0.707,111,50
news12,nws12_afterhsz_5s,VECTOR,Number of minutes that elapsed before price went down 5 percentage points,0.707,270,173
news12,nws12_afterhsz_60_min,VECTOR,The percent change in price in the first 60 minutes following the news release,0.4438,52,44
news12,nws12_afterhsz_90_min,VECTOR,The percent change in price in the first 90 minutes following the news release,0.4541,131,103
news12,nws12_afterhsz_allticks,VECTOR,Total number of ticks for the trading day,0.707,78,49
news12,nws12_afterhsz_atrratio,VECTOR,Ratio of Today Range to 20-day average true range,0.6449,126,86
news12,nws12_afterhsz_close_vol,VECTOR,Main close volume,0.5536,10,10
news12,nws12_afterhsz_curr_vol,VECTOR,Current day's session volume,0.707,51,40
news12,nws12_afterhsz_dayopen,VECTOR,Price at the session open,0.707,36,28
news12,nws12_afterhsz_div_y,VECTOR,Annual yield,0.3298,21,21
news12,nws12_afterhsz_eodclose,VECTOR,Close price of the session,0.707,41,28
news12,nws12_afterhsz_eodhigh,VECTOR,Highest price reached between the time of news and the end of the session,0.6455,31,22
news12,nws12_afterhsz_eodlow,VECTOR,Lowest price reached between the time of news and the end of the session,0.6455,30,21
news12,nws12_afterhsz_eodvwap,VECTOR,volume weighted average price between the time of news and the end of the session.,0.5635,21,18
news12,nws12_afterhsz_epsactual,VECTOR,The actual Earnings Per Share value that was conveyed by the news release,0.3815,37,31
news12,nws12_afterhsz_highexcstddev,VECTOR,"(EODHigh - TONLast)/StdDev, where StdDev is one standard deviation for the close price for 30 calendar days",0.645,125,95
news12,nws12_afterhsz_lowexcstddev,VECTOR,"(TONLast - EODLow) / StdDev, where StdDev is one standard deviation for the close price for 30 calendar days",0.645,78,54
news12,nws12_afterhsz_mainvwap,VECTOR,Main session volume weighted average price,0.5547,18,12
news12,nws12_afterhsz_maxdnamt,VECTOR,The price at the time of the news minus the after the news low,0.6455,38,23
news12,nws12_afterhsz_maxdown,VECTOR,Percent change from the price at the time of the news to the after the news low,0.6455,35,27
news12,nws12_afterhsz_maxup,VECTOR,Percent change from the price at the time of the news to the after the news high,0.6455,24,21
news12,nws12_afterhsz_maxupamt,VECTOR,The after the news high minus the price at the time of the news,0.6455,62,31
news12,nws12_afterhsz_mktcap,VECTOR,Reported market capitalization for the calendar day of the session,0.706,57,51
news12,nws12_afterhsz_mov_vol,VECTOR,30-day moving average session volume,0.7068,300,231
news12,nws12_afterhsz_newrecord,VECTOR,Tracks whether the news is first instance or a duplicate,0.707,64,46
news12,nws12_afterhsz_newssess,VECTOR,Index of the session in which the news was reported,0.707,25,22
news12,nws12_afterhsz_open_vol,VECTOR,Main open volume,0.5547,12,12
news12,nws12_afterhsz_opengap,VECTOR,(DayOpen - PrevClose) / PrevClose.,0.707,103,73
news12,nws12_afterhsz_peratio,VECTOR,Reported price to earnings ratio for the calendar day of the session,0.55,18,14
news12,nws12_afterhsz_postvwap,VECTOR,Post-session volume weighted average price,0.7063,21,14
news12,nws12_afterhsz_prev_vol,VECTOR,Previous day's session volume,0.6721,107,93
news12,nws12_afterhsz_prevclose,VECTOR,Previous trading day's close price,0.7069,25,17
news12,nws12_afterhsz_prevday,VECTOR,Percent change between the previous day's open and close,0.7069,49,41
news12,nws12_afterhsz_prevwap,VECTOR,Pre session volume weighted average price,0.3806,3,3
news12,nws12_afterhsz_provider,VECTOR,index of name of the news provider,0.707,104,68
news12,nws12_afterhsz_range,VECTOR,Session High Price - Session Low Price) / Session Low Price.,0.6455,55,33
news12,nws12_afterhsz_rangeamt,VECTOR,Session High Price - Session Low Price,0.6455,38,18
news12,nws12_afterhsz_rangestddev,VECTOR,"(RangeAmt - AvgRange) / RangeStdDev, where AvgRange is the average of the daily range, and RangeStdDev is one standard deviation for the daily range, both for 30 calendar days",0.6244,47,39
news12,nws12_afterhsz_reportsess,VECTOR,Index of Session on which the spreadsheet is reporting,0.707,23,18
news12,nws12_afterhsz_result1,VECTOR,Percent change between the price at the time of the news release to the price at the close of the session,0.707,980,420
news12,nws12_afterhsz_result2,VECTOR,Percent change between the price at the time of the news release to the price at the close of the session,0.707,904,371
news12,nws12_afterhsz_result_vs_index,VECTOR,((EODClose - TONLast) / TONLast) - ((SPYClose - SPYLast) / SPYLast),0.707,845,458
news12,nws12_afterhsz_short_interest,VECTOR,Total number of shares sold short divided by total number of shares outstanding,0.5973,144,111
news12,nws12_afterhsz_sl,VECTOR,Whether a long or short position would have been more advantageous: If (EODHigh - Last) > (Last - EODLow) Then LS = 1; If (EODHigh - Last) = (Last - EODLow) Then LS = 0; If (EODHigh - Last) < (Last - EODLow) Then LS = -1.,0.707,22448,13774
news12,nws12_afterhsz_spyclose,VECTOR,Price of SPY at close of session,0.707,151,89
news12,nws12_afterhsz_spylast,VECTOR,Last Price of the SPY at the time of the news,0.707,60,41
news12,nws12_afterhsz_tonhigh,VECTOR,Highest price reached during the session before the time of news,0.707,109,72
news12,nws12_afterhsz_tonlast,VECTOR,Price at the time of news,0.707,19,18
news12,nws12_afterhsz_tonlow,VECTOR,Lowest price reached during the session before the time of the news,0.707,25,20
news12,nws12_afterhsz_vol_ratio,VECTOR,Curr_Vol / Mov_Vol,0.7077,91,51
news12,nws12_afterhsz_volstddev,VECTOR,"(CurrentVolume - AvgVol)/VolStDev, where AvgVol is the average of the daily volume, and VolStdDev is one standard deviation for the daily volume, both for 30 calendar days",0.7069,53,39
news12,nws12_allz_newrecord,VECTOR,Tracks whether the news is first instance or a duplicate,0.9745,387,262
news12,nws12_allz_newssess,VECTOR,Index of session in which the news was reported,0.9745,105,51
news12,nws12_allz_provider,VECTOR,index of name of the news provider,0.9745,359,225
news12,nws12_allz_reportsess,VECTOR,Index of Session on which the spreadsheet is reporting,0.9745,43,16
news12,nws12_allz_result1,VECTOR,Percent change between the price at the time of the news release and the price at the close of the session,0.9736,82,46
news12,nws12_allz_result2,VECTOR,Percent change between the price at the time of the news release and the price at the close of the session,0.9736,45,28
news12,nws12_mainz_01l,VECTOR,Number of minutes that elapsed before price went up 10 percentage points,0.9741,1322,629
news12,nws12_mainz_01p,VECTOR,The minimum of L or S above for 10-minute bucket,0.9741,2168,755
news12,nws12_mainz_01s,VECTOR,Number of minutes that elapsed before price went down 10 percentage points,0.9741,161,105
news12,nws12_mainz_02l,VECTOR,Number of minutes that elapsed before price went up 20 percentage points,0.9741,351,187
news12,nws12_mainz_02p,VECTOR,The minimum of L or S above for 20-minute bucket,0.9741,174,80
news12,nws12_mainz_02s,VECTOR,Number of minutes that elapsed before price went down 20 percentage points,0.9741,39,31
news12,nws12_mainz_10_min,VECTOR,The percent change in price in the first 10 minutes following the news release,0.9648,32,22
news12,nws12_mainz_120_min,VECTOR,The percent change in price in the first 120 minutes following the news release,0.9706,39,28
news12,nws12_mainz_1_minute,VECTOR,The percent change in price in the first minute following the news release,0.9406,29,25
news12,nws12_mainz_1l,VECTOR,Number of minutes that elapsed before price went up 1 percentage point,0.9741,71,38
news12,nws12_mainz_1p,VECTOR,The minimum of L or S above for 1-minute bucket,0.9741,40,32
news12,nws12_mainz_1s,VECTOR,Number of minutes that elapsed before price went down 1 percentage point,0.9741,51,33
news12,nws12_mainz_2l,VECTOR,Number of minutes that elapsed before price went up 2 percentage points,0.9741,83,46
news12,nws12_mainz_2p,VECTOR,The minimum of L or S above for 2 minute bucket,0.9741,85,31
news12,nws12_mainz_2s,VECTOR,Number of minutes that elapsed before price went down 2 percentage points,0.9741,60,35
news12,nws12_mainz_30_min,VECTOR,The percent change in price in the first 30 minutes following the news release,0.9687,34,25
news12,nws12_mainz_30_seconds,VECTOR,The percent change in price in the 30 seconds following the news release,0.9075,53,32
news12,nws12_mainz_3l,VECTOR,Number of minutes that elapsed before price went up 3 percentage points,0.9741,153,99
news12,nws12_mainz_3p,VECTOR,The minimum of L or S above for 3-minute bucket,0.9741,101,85
news12,nws12_mainz_3s,VECTOR,Number of minutes that elapsed before price went down 3 percentage points,0.9741,93,50
news12,nws12_mainz_41rta,VECTOR,14-day Average True Range,0.9689,16,14
news12,nws12_mainz_4l,VECTOR,Number of minutes that elapsed before price went up 4 percentage points,0.9741,159,90
news12,nws12_mainz_4p,VECTOR,The minimum of L or S above for 4 minute bucket,0.9741,47,33
news12,nws12_mainz_4s,VECTOR,Number of minutes that elapsed before price went down 4 percentage points,0.9741,172,113
news12,nws12_mainz_57l,VECTOR,Number of minutes that elapsed before price went up 7.5 percentage points,0.9741,740,410
news12,nws12_mainz_57p,VECTOR,The minimum of L or S above for 7.5-minute bucket,0.9741,104,93
news12,nws12_mainz_57s,VECTOR,Number of minutes that elapsed before price went down 7.5 percentage points,0.9741,72,46
news12,nws12_mainz_5_min,VECTOR,The percent change in price in the first 5 minutes following the news release,0.9601,66,25
news12,nws12_mainz_5l,VECTOR,Number of minutes that elapsed before price went up 5 percentage points,0.9741,53,32
news12,nws12_mainz_5p,VECTOR,The minimum of L or S above for 5-minute bucket,0.9741,36,30
news12,nws12_mainz_5s,VECTOR,Number of minutes that elapsed before price went down 5 percentage points,0.9741,54,38
news12,nws12_mainz_60_min,VECTOR,The percent change in price in the first 60 minutes following the news release,0.9698,56,32
news12,nws12_mainz_90_min,VECTOR,The percent change in price in the first 90 minutes following the news release,0.9704,26,21
news12,nws12_mainz_allticks,VECTOR,Total number of ticks for the trading day,0.9741,8,7
news12,nws12_mainz_allvwap,VECTOR,Volume weighted average price of all sessions,0.9523,17,15
news12,nws12_mainz_atrratio,VECTOR,Ratio of Today Range to 20-day average true range,0.9688,91,42
news12,nws12_mainz_close_vol,VECTOR,Main close volume,0.9498,11,8
news12,nws12_mainz_curr_vol,VECTOR,Current day's session volume,0.9733,518,331
news12,nws12_mainz_dayopen,VECTOR,Price at the session open,0.9733,78,47
news12,nws12_mainz_div_y,VECTOR,Annual yield,0.4834,28,26
news12,nws12_mainz_eodclose,VECTOR,Close price of the session,0.9733,138,92
news12,nws12_mainz_eodhigh,VECTOR,Highest price reached between the time of news and the end of the session,0.9733,83,59
news12,nws12_mainz_eodlow,VECTOR,Lowest price reached between the time of news and the end of the session.,0.9733,56,44
news12,nws12_mainz_eodvwap,VECTOR,Volume weighted average price between the time of news and the end of the session,0.9733,97,61
news12,nws12_mainz_epsactual,VECTOR,The actual Earnings Per Share value that was conveyed by the news release,0.8742,68,47
news12,nws12_mainz_highexcstddev,VECTOR,"(EODHigh - TONLast)/StdDev, where StdDev is one standard deviation for the close price for 30 calendar days",0.9691,110,50
news12,nws12_mainz_lowexcstddev,VECTOR,"(TONLast - EODLow)/StdDev, where StdDev is one standard deviation for the close price for 30 calendar days",0.9691,153,60
news12,nws12_mainz_mainvwap,VECTOR,Main session volume weighted average price,0.9523,13,9
news12,nws12_mainz_maxdnamt,VECTOR,The price at the time of the news minus the after the news low,0.9733,57,15
news12,nws12_mainz_maxdown,VECTOR,Percent change from the price at the time of the news to the after-the-news low,0.9733,41,31
news12,nws12_mainz_maxup,VECTOR,Percent change from the price at the time of the news to the after the news high,0.9733,86,42
news12,nws12_mainz_maxupamt,VECTOR,The after-the-news high minus the price at the time of the news,0.9733,38,25
news12,nws12_mainz_mktcap,VECTOR,Reported market capitalization for the calendar day of the session,0.9726,627,187
news12,nws12_mainz_mov_vol,VECTOR,30-day moving average session volume,0.9689,784,324
news12,nws12_mainz_newrecord,VECTOR,Tracks whether the news is first instance or a duplicate,0.9741,44,38
news12,nws12_mainz_newssess,VECTOR,Index of session in which the news was reported,0.9741,109,23
news12,nws12_mainz_open_vol,VECTOR,Main open volume,0.9521,9,7
news12,nws12_mainz_opengap,VECTOR,(DayOpen - PrevClose) / PrevClose,0.9741,125,90
