dataset,field_id,type,description,coverage,alphaCount,userCount
earnings4,one_twenty_day_ex_announcement_close_volatility,MATRIX,120-day close-to-close historical volatility excluding earnings announcement days.,0.9693,0,0
earnings4,one_twenty_day_ex_announcement_intraday_volatility,MATRIX,120-day intraday historical volatility excluding earnings announcement days.,0.9693,0,0
earnings4,one_twenty_day_intraday_historical_volatility,MATRIX,120-day intraday historical volatility.,0.9693,0,0
earnings4,one_year_ex_announcement_implied_volatility,MATRIX,Implied volatility for one year maturity with earnings effect removed.,0.9693,0,0
earnings4,one_year_ex_announcement_implied_volatility_2,VECTOR,1-year constant-maturity implied volatility with earnings effect removed,0.9692,0,0
earnings4,one_year_interpolated_implied_volatility,MATRIX,Implied volatility estimated for a one year maturity.,0.9693,0,0
earnings4,one_year_interpolated_implied_volatility_2,VECTOR,1-year constant-maturity implied volatility (annualized),0.9692,0,0
earnings4,one_year_interpolated_implied_volatility_mean_2,MATRIX,Implied volatility interpolated for a one-year maturity.,0.9692,0,0
earnings4,one_year_iv_ex_announcement,MATRIX,One-year interpolated implied volatility with announcement effect removed.,0.9692,0,0
earnings4,onehundredtwenty_day_close_to_close_vol,MATRIX,120-day historical close-to-close volatility.,0.9692,0,0
earnings4,onehundredtwenty_day_intraday_vol,MATRIX,120-day open-range historical tick volatility (percent),0.9692,0,0
earnings4,onethousand_day_close_to_close_vol,MATRIX,1000-day historical close-to-close volatility.,0.9692,0,0
earnings4,onethousand_day_close_vol_ex_announcement,MATRIX,1000-day historical close-to-close volatility excluding announcement days.,0.9692,0,0
earnings4,onethousand_day_intraday_vol,MATRIX,1000-day historical intraday volatility.,0.9692,0,0
earnings4,pct_move_announcement_1,MATRIX,The percentage price move at the most recent prior earnings announcement (earnings date number back 1),0.9692,1,1
earnings4,pct_move_announcement_10,MATRIX,The percentage price move at the 10th prior earnings announcement (earnings date number back 10),0.9692,0,0
earnings4,pct_move_announcement_11,MATRIX,Percentage move for earnings date number back 11,0.9692,0,0
earnings4,pct_move_announcement_2,MATRIX,The percentage price move at the second most recent prior earnings announcement (earnings date number back 2),0.9692,1,1
earnings4,pct_move_announcement_4,MATRIX,Percentage move for earnings date number back 4,0.9692,0,0
earnings4,pct_move_announcement_5,MATRIX,The percentage price move at the 5th prior earnings announcement (earnings date number back 5),0.9692,0,0
earnings4,pct_move_announcement_8,MATRIX,The percentage move for earnings date number back 8,0.9692,0,0
earnings4,post_announcement_expiration_month,MATRIX,Next expiration month number directly after the earnings date,0.9693,0,0
earnings4,post_announcement_expiry_month,MATRIX,The next options expiration month number directly after the earnings date,0.9692,0,0
earnings4,put_call_slope_28d,MATRIX,The put-call slope at the interpolated 28 calendar day,0.9692,0,0
earnings4,put_call_volatility_slope_twenty_eight_day,MATRIX,Put–call skew slope at an interpolated 28 calendar-day maturity,0.9693,0,0
earnings4,required_announcement_move_month2_90d,MATRIX,The percent move on earnings needed to make the FairXieeVol90d equal to 2nd earn month implied.,0.9692,0,0
earnings4,second_event_straddle_price_percent_of_equity,MATRIX,The earn straddle or strangle price as a percent of stock price for earnings date number2.,0.9693,0,0
earnings4,second_event_straddle_price_percent_of_equity_2,MATRIX,Earnings straddle or strangle price expressed as a percent of the stock price for earnings date number 2,0.9692,0,0
earnings4,second_historical_announcement_effect,MATRIX,The earn effect for earnings date number2.,0.9693,0,0
earnings4,second_historical_event_percent_move,MATRIX,The percentage move for earnings date number back2.,0.9693,0,0
earnings4,second_month_adjusted_ninety_day_volatility,MATRIX,The 90 day IV minus the implied earnings effect plus the average earnings percent move applied to the second earnings month.,0.9693,0,0
earnings4,second_month_days_to_expiry,MATRIX,Days to option expiration for month 2,0.9693,0,0
earnings4,second_month_forecasted_straddle_price,MATRIX,The strangle or straddle ORATS Forecast theo for month 2.,0.9693,0,0
earnings4,second_month_forecasted_straddle_price_2,MATRIX,Strangle or straddle ORATS forecast theoretical price for month 2,0.9692,0,0
earnings4,second_month_highest_strike_price,MATRIX,The high strike of the straddle or strangle for month 2.,0.9693,0,0
earnings4,second_month_lowest_strike_price,MATRIX,Low strike of the straddle or strangle for month 2,0.9692,0,0
earnings4,second_month_smoothed_straddle_price,MATRIX,ORATS smoothed theoretical straddle/strangle price for month 2,0.9693,0,0
earnings4,seventh_historical_announcement_effect,MATRIX,Earnings effect for earnings date number 7,0.9693,0,0
earnings4,seventh_historical_event_percent_move,MATRIX,Percentage price move for earnings date number back 7,0.9693,0,0
earnings4,seventh_historical_event_percent_move_2,MATRIX,The percentage move for earnings date number back 7,0.9692,0,0
earnings4,seventh_historical_straddle_price_percent,MATRIX,Earnings straddle/strangle price as a percentage of stock price for the 7th prior earnings date,0.9693,0,0
earnings4,six_month_ex_announcement_implied_volatility,MATRIX,Implied volatility for a six-month period with event effects excluded.,0.9693,0,0
earnings4,six_month_interpolated_implied_volatility,MATRIX,Implied volatility interpolated for a six-month maturity.,0.9693,0,0
earnings4,six_month_interpolated_iv,MATRIX,6-month interpolated implied volatility.,0.9692,0,0
earnings4,six_month_iv_ex_announcement,MATRIX,6-month interpolated implied volatility with announcement effect removed.,0.9692,0,0
earnings4,sixth_event_option_effect,MATRIX,The earnings effect for earnings date number 6,0.9692,0,0
earnings4,sixth_event_straddle_price_percent_of_equity,MATRIX,Earnings straddle or strangle price expressed as a percent of the stock price for earnings date number 6,0.9692,0,0
earnings4,sixth_historical_announcement_effect,MATRIX,The earn effect for earnings date number6.,0.9693,0,0
earnings4,sixth_historical_announcement_percent_move,MATRIX,The percentage move for earnings date number back6.,0.9693,0,0
earnings4,sixth_historical_event_percent_move,MATRIX,The percentage price move at the 6th prior earnings announcement (earnings date number back 6),0.9692,0,0
earnings4,sixth_historical_straddle_price_percent,MATRIX,Earnings straddle or strangle price as a percent of stock price for earnings date number 6,0.9693,0,0
earnings4,sixty_day_close_to_close_vol,MATRIX,60-day historical close-to-close volatility.,0.9692,0,0
earnings4,sixty_day_close_to_close_volatility,MATRIX,Historical close-to-close volatility measured over 60 days.,0.9693,0,0
earnings4,sixty_day_close_vol_ex_announcement,MATRIX,60-day historical close-to-close volatility excluding announcement days.,0.9692,0,0
earnings4,sixty_day_ex_announcement_close_volatility,MATRIX,60-day close-to-close historical volatility excluding earnings announcement days.,0.9693,0,0
earnings4,sixty_day_ex_announcement_implied_volatility,MATRIX,Implied volatility for sixty days with earnings effect removed.,0.9693,0,0
earnings4,sixty_day_ex_announcement_intraday_volatility,MATRIX,60-day open-range tick volatility excluding earnings events (percent),0.9693,0,0
earnings4,sixty_day_interpolated_implied_volatility,MATRIX,Implied volatility estimated for a sixty calendar day maturity.,0.9696,0,0
earnings4,sixty_day_interpolated_iv,MATRIX,60 calendar day interpolated implied volatility.,0.9696,0,0
earnings4,sixty_day_intraday_historical_volatility,MATRIX,60-day open-range historical tick volatility (percent),0.9693,0,0
earnings4,sixty_day_intraday_vol,MATRIX,60-day historical intraday volatility.,0.9692,0,0
earnings4,sixty_day_intraday_vol_ex_announcement,MATRIX,60-day historical intraday volatility excluding announcement days.,0.9692,0,0
earnings4,sixty_day_iv_ex_announcement,MATRIX,60-day interpolated implied volatility with announcement effect removed.,0.9692,0,0
earnings4,smoothed_straddle_price_month1,MATRIX,ORATS smoothed theoretical price of the month 1 straddle or strangle,0.9692,0,0
earnings4,smoothed_straddle_price_month2,MATRIX,Strangle or straddle ORATS smoothed theoretical price for month 2,0.9692,0,0
earnings4,stddev_pct_move_announcements_12,MATRIX,Standard deviation of the absolute earnings moves across the last 12 earnings announcements,0.9692,0,0
earnings4,straddle_price_month1,MATRIX,The strangle or straddle price for month 1,0.9692,0,0
earnings4,straddle_price_month2,MATRIX,Strangle or straddle price for month 2,0.9692,0,0
earnings4,straddle_price_pct_move_11,MATRIX,Straddle/strangle price for earnings date number 11 as a percent of the stock price,0.9692,0,0
earnings4,straddle_price_pct_move_4,MATRIX,Earnings straddle or strangle price expressed as a percent of the stock price for earnings date number 4,0.9692,0,0
earnings4,straddle_price_pct_move_5,MATRIX,Straddle/strangle price for earnings date number 5 as a percent of the stock price,0.9692,0,0
earnings4,straddle_price_pct_move_7,MATRIX,Earnings straddle or strangle price expressed as a percent of the stock price for earnings date number 7,0.9692,0,0
earnings4,straddle_price_pct_move_9,MATRIX,Straddle or strangle price as a percent of stock price for earnings date number 9,0.9692,0,0
earnings4,ten_day_close_to_close_volatility,MATRIX,10-day close-to-close historical volatility.,0.9693,0,0
earnings4,ten_day_close_to_close_volatility_2,MATRIX,Historical close-to-close volatility measured over 10 days.,0.9692,0,0
earnings4,ten_day_close_vol_ex_announcement,MATRIX,10-day historical close-to-close volatility excluding announcement days.,0.9692,0,0
earnings4,ten_day_ex_announcement_close_volatility,MATRIX,10-day close-to-close historical volatility excluding earnings announcement days.,0.9693,0,0
earnings4,ten_day_ex_announcement_implied_volatility,MATRIX,Implied volatility for a 10-day period with event effects excluded.,0.9693,0,0
earnings4,ten_day_ex_announcement_intraday_volatility,MATRIX,10-day open-range tick volatility excluding earnings events (percent),0.9693,0,0
earnings4,ten_day_ex_announcement_intraday_volatility_2,MATRIX,10-day historical intraday volatility excluding event days.,0.9692,0,0
earnings4,ten_day_interpolated_implied_volatility,MATRIX,Implied volatility interpolated for a 10-day maturity.,0.9693,0,0
earnings4,ten_day_interpolated_implied_volatility_2,MATRIX,Implied volatility interpolated for a 10-day maturity.,0.9692,0,0
earnings4,ten_day_intraday_historical_volatility,MATRIX,10-day intraday historical volatility.,0.9693,0,0
earnings4,ten_day_intraday_historical_volatility_2,MATRIX,10-day open-range historical tick volatility (percent),0.9692,0,0
earnings4,ten_day_iv_ex_announcement,MATRIX,10-day interpolated implied volatility with announcement effect removed.,0.9692,0,0
earnings4,tenth_event_straddle_price_percent_of_equity,MATRIX,Earnings straddle or strangle price expressed as a percent of the stock price for earnings date number 10,0.9692,0,0
earnings4,tenth_historical_announcement_effect,MATRIX,The earn effect for earnings date number10.,0.9693,0,0
earnings4,tenth_historical_event_percent_move,MATRIX,Percentage price move on the 10th most recent earnings announcement date,0.9693,0,0
earnings4,tenth_historical_straddle_price_percent,MATRIX,Earnings straddle or strangle price as a percent of stock price for earnings date number 10,0.9693,0,0
earnings4,third_event_straddle_price_percent_of_equity,MATRIX,Earnings straddle or strangle price expressed as a percent of the stock price for earnings date number 3,0.9692,0,0
earnings4,third_historical_announcement_effect,MATRIX,The earn effect for earnings date number3.,0.9693,0,0
earnings4,third_historical_announcement_percent_move,MATRIX,The percentage move for earnings date number back3.,0.9693,0,0
earnings4,third_historical_event_percent_move,MATRIX,Percentage stock move for earnings date number back 3,0.9692,0,0
earnings4,third_historical_straddle_price_percent,MATRIX,Earnings straddle or strangle price as a percent of stock price for earnings date number 3,0.9693,0,0
earnings4,thirty_day_ex_announcement_implied_volatility,MATRIX,Implied volatility for a 30-day period with earnings effects removed.,0.9693,0,0
earnings4,thirty_day_ex_announcement_implied_volatility_2,MATRIX,Implied volatility for a 30-day period with earnings effects removed.,0.9692,0,0
earnings4,thirty_day_interpolated_implied_volatility,MATRIX,Implied volatility estimated for a thirty calendar day maturity.,0.9693,0,0
earnings4,thirty_day_interpolated_iv,MATRIX,30 calendar day interpolated implied volatility.,0.9692,0,0
earnings4,total_option_open_interest,MATRIX,Total open interest,0.9692,0,0
earnings4,twelfth_event_option_effect,MATRIX,The earn effect for earnings date number 12,0.9692,0,0
earnings4,twelfth_event_straddle_price_percent_of_equity,MATRIX,Cost of the earnings straddle/strangle as a percent of stock price for earnings event number 12,0.9693,0,0
earnings4,twelfth_event_straddle_price_percent_of_equity_2,MATRIX,The earnings straddle/strangle price as a percent of stock price for earnings date number 12,0.9692,0,0
earnings4,twelfth_historical_announcement_effect,MATRIX,The earn effect for earnings date number12.,0.9693,0,0
earnings4,twelfth_historical_announcement_percent_move,MATRIX,Percentage move for earnings date number back 12,0.9693,0,0
earnings4,twelfth_historical_event_percent_move,MATRIX,Percentage stock move for earnings date number back 12,0.9692,0,0
earnings4,twenty_day_average_option_volume,MATRIX,Average daily options trading volume across all strikes over the last 20 trading days,0.9693,0,0
earnings4,twenty_day_close_to_close_vol,MATRIX,20-day historical close-to-close volatility.,0.9692,0,0
earnings4,twenty_day_close_to_close_volatility,MATRIX,20-day close-to-close historical volatility.,0.9693,0,0
earnings4,twenty_day_ex_announcement_close_to_close_volatility,MATRIX,20-day historical close-to-close volatility excluding event days.,0.9693,0,0
earnings4,twenty_day_ex_announcement_close_to_close_volatility_2,MATRIX,20-day historical close-to-close volatility excluding event days.,0.9692,0,0
earnings4,twenty_day_ex_announcement_implied_volatility,MATRIX,Implied volatility for a 20-day period with earnings announcement effects excluded.,0.9693,0,0
earnings4,twenty_day_ex_announcement_intraday_volatility,MATRIX,20-day historical intraday volatility excluding event days.,0.9693,0,0
earnings4,twenty_day_interpolated_implied_volatility,MATRIX,Implied volatility estimated for a twenty calendar day maturity.,0.9693,0,0
earnings4,twenty_day_interpolated_iv,MATRIX,20 calendar day interpolated implied volatility.,0.9692,0,0
earnings4,twenty_day_intraday_historical_volatility,MATRIX,20-day intraday historical volatility.,0.9693,0,0
earnings4,twenty_day_intraday_vol,MATRIX,20-day historical intraday volatility.,0.9692,0,0
earnings4,twenty_day_intraday_vol_ex_announcement,MATRIX,20-day historical intraday volatility excluding announcement days.,0.9692,0,0
earnings4,twenty_day_iv_ex_announcement,MATRIX,20-day interpolated implied volatility with announcement effect removed.,0.9692,0,0
earnings4,twenty_eight_day_ex_announcement_implied_volatility,MATRIX,The 28 calendar day interpolated implied volatility with earnings out.,0.9693,0,0
earnings4,twenty_eight_day_iv_ex_announcement,MATRIX,28 calendar day (approximately 20 trading days) interpolated implied volatility with earnings effect removed,0.9692,0,0
earnings4,two_fifty_two_day_ex_announcement_close_volatility,MATRIX,252-day close-to-close historical volatility excluding earnings announcement days.,0.9693,0,0
earnings4,two_fifty_two_day_ex_announcement_intraday_volatility,MATRIX,252-day intraday historical volatility excluding earnings announcement days.,0.9693,0,0
earnings4,two_fifty_two_day_intraday_historical_volatility,MATRIX,252-day intraday historical volatility.,0.9693,0,0
earnings4,two_hundred_fifty_two_day_close_to_close_volatility,MATRIX,Historical close-to-close volatility measured over 252 days.,0.9693,0,0
earnings4,two_hundred_fifty_two_day_close_to_close_volatility_2,MATRIX,Historical close-to-close volatility measured over 252 days.,0.9692,0,0
earnings4,twofiftytwo_day_close_vol_ex_announcement,MATRIX,252-day historical close-to-close volatility excluding announcement days.,0.9692,0,0
earnings4,twofiftytwo_day_intraday_vol,MATRIX,252-day historical intraday volatility.,0.9692,0,0
earnings4,twofiftytwo_day_intraday_vol_ex_announcement,MATRIX,252-day historical intraday volatility excluding announcement days.,0.9692,0,0
earnings4,underlying_asset_market_price,MATRIX,Market price of the underlying asset at the time of data calculation.,0.9693,0,0
earnings4,underlying_asset_price,MATRIX,Price of the underlying asset at the time of calculation.,0.9692,0,0
earnings4,upcoming_announcement_time_of_day,MATRIX,"Time of day earnings released: Before=900, After=1630, During=1200, Unknown=2359",0.9693,0,0
earnings4,weeks_until_next_announcement,MATRIX,Weeks to the next earnings; 1 indicates this week,0.9692,0,0
earnings4,weeks_until_next_event,MATRIX,Number of weeks until the next earnings date; 1 indicates this week,0.9693,0,0
earnings4,weeks_until_next_event_2,VECTOR,Number of weeks from Date until the next earnings announcement,0.9692,0,0
